TenantId,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FileOriginIP,FileOriginReferrerUrl,FileOriginUrl,FileSize,FolderPath,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,IsAzureInfoProtectionApplied,MD5,MachineGroup,PreviousFileName,PreviousFolderPath,ReportId,RequestAccountDomain,RequestAccountName,RequestAccountSid,RequestProtocol,RequestSourceIP,RequestSourcePort,SHA1,SHA256,SensitivityLabel,SensitivitySubLabel,ShareName,Timestamp,TimeGenerated,InitiatingProcessParentCreationTime,InitiatingProcessCreationTime,Type
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,"{""FileOriginUrl"":""https://pkg-cache-lab.invalid/v2/registry/@labdev/telemetry-helper/-/telemetry-helper-2.1.4.tgz""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,postinstall.js,198.51.100.22,,https://pkg-cache-lab.invalid/v2/registry/@labdev/telemetry-helper/-/telemetry-helper-2.1.4.tgz,4288,C:\Users\jordan.velez\Projects\analytics-portal\node_modules\@labdev\telemetry-helper\scripts,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,node.exe file operation,node.exe,C:\Windows\System32,4300,High,,explorer.exe,4200,7a3f9c2e1b8d4f6a0c5e9d3b7a2f1c8e4d6b9a0,a7f3c91e2b8d4f6a0c1e5d9b3a7f2c8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2,None,0,,Engineering-Developers,,,8829100000600,,,,,,,7a3f9c2e1b8d4f6a0c5e9d3b7a2f1c8e4d6b9a0,a7f3c91e2b8d4f6a0c1e5d9b3a7f2c8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2,,,,2026-05-28T09:10:55Z,2026-05-28T09:10:55Z,2026-05-28T09:10:55Z,2026-05-28T09:10:55Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,collect.ps1,,,,1520,C:\Users\jordan.velez\AppData\Local\Temp\stage,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,powershell.exe file operation,powershell.exe,C:\Windows\System32,4301,High,,explorer.exe,4200,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,None,0,,Engineering-Developers,,,8829100000601,,,,,,,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,,,,2026-05-28T09:13:05Z,2026-05-28T09:13:05Z,2026-05-28T09:13:05Z,2026-05-28T09:13:05Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,bundle.zip,,,,18432,C:\Users\jordan.velez\AppData\Local\Temp\stage,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,tar.exe file operation,tar.exe,C:\Windows\System32,4302,High,,explorer.exe,4200,4f2a8c1e9d0b7a3c5e6f1d8b2a9c0e7f4d6b8a,f1c4e9d6b3a7f2c8e5d9b0a3f7c2e8d1b5a9f0c3e7d2b6a8f1c4e9d5b3a7f2c8,None,0,,Engineering-Developers,,,8829100000602,,,,,,,4f2a8c1e9d0b7a3c5e6f1d8b2a9c0e7f4d6b8a,f1c4e9d6b3a7f2c8e5d9b0a3f7c2e8d1b5a9f0c3e7d2b6a8f1c4e9d5b3a7f2c8,,,,2026-05-28T09:15:25Z,2026-05-28T09:15:25Z,2026-05-28T09:15:25Z,2026-05-28T09:15:25Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileRenamed,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,bundle.zip,,,,18432,C:\Users\jordan.velez\AppData\Local\Temp\stage,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,tar.exe file operation,tar.exe,C:\Windows\System32,4303,High,,explorer.exe,4200,4f2a8c1e9d0b7a3c5e6f1d8b2a9c0e7f4d6b8a,f1c4e9d6b3a7f2c8e5d9b0a3f7c2e8d1b5a9f0c3e7d2b6a8f1c4e9d5b3a7f2c8,None,0,,Engineering-Developers,workspace-export.tmp,C:\Users\jordan.velez\AppData\Local\Temp\stage,8829100000603,,,,,,,4f2a8c1e9d0b7a3c5e6f1d8b2a9c0e7f4d6b8a,f1c4e9d6b3a7f2c8e5d9b0a3f7c2e8d1b5a9f0c3e7d2b6a8f1c4e9d5b3a7f2c8,,,,2026-05-28T09:15:28Z,2026-05-28T09:15:28Z,2026-05-28T09:15:28Z,2026-05-28T09:15:28Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileDeleted,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,collect.ps1,,,,1520,C:\Users\jordan.velez\AppData\Local\Temp\stage,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,powershell.exe file operation,powershell.exe,C:\Windows\System32,4304,High,,explorer.exe,4200,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,None,0,,Engineering-Developers,,,8829100000604,,,,,,,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,,,,2026-05-28T09:16:00Z,2026-05-28T09:16:00Z,2026-05-28T09:16:00Z,2026-05-28T09:16:00Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,"{""CloudSyncCopy"":true,""NotExfiltration"":""Local browser download after SharePoint access""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,CustomerAnalytics_Q2_Draft.xlsx,,,,245760,C:\Users\jordan.velez\Downloads,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,chrome.exe file operation,chrome.exe,C:\Windows\System32,4305,High,,explorer.exe,4200,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,None,1,,Engineering-Developers,,,8829100000605,,,,,,,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,Customer Data,Customer,,2026-05-28T10:01:00Z,2026-05-28T10:01:00Z,2026-05-28T10:01:00Z,2026-05-28T10:01:00Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,temp0.tmp,,,,1024,C:\Windows\Temp,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,svchost.exe file operation,svchost.exe,C:\Windows\System32,4306,High,,explorer.exe,4200,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,None,0,,Engineering-Developers,,,8829100000606,,,,,,,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,,,,2026-05-28T14:00:00Z,2026-05-28T14:00:00Z,2026-05-28T14:00:00Z,2026-05-28T14:00:00Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,temp1.tmp,,,,1024,C:\Windows\Temp,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,svchost.exe file operation,svchost.exe,C:\Windows\System32,4307,High,,explorer.exe,4200,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,None,0,,Engineering-Developers,,,8829100000607,,,,,,,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,,,,2026-05-28T14:01:01Z,2026-05-28T14:01:01Z,2026-05-28T14:01:01Z,2026-05-28T14:01:01Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,temp2.tmp,,,,1024,C:\Windows\Temp,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,svchost.exe file operation,svchost.exe,C:\Windows\System32,4308,High,,explorer.exe,4200,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,None,0,,Engineering-Developers,,,8829100000608,,,,,,,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,,,,2026-05-28T14:02:02Z,2026-05-28T14:02:02Z,2026-05-28T14:02:02Z,2026-05-28T14:02:02Z,DeviceFileEvents
tenant-lab-001-a000-0000-0000-000000000001,FileCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,temp3.tmp,,,,1024,C:\Windows\Temp,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,svchost.exe file operation,svchost.exe,C:\Windows\System32,4309,High,,explorer.exe,4200,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,None,0,,Engineering-Developers,,,8829100000609,,,,,,,8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1,9f0c3e7d2b5a8f1c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d6b3a7f2,,,,2026-05-28T14:03:03Z,2026-05-28T14:03:03Z,2026-05-28T14:03:03Z,2026-05-28T14:03:03Z,DeviceFileEvents
