TenantId,AccountDomain,AccountName,AccountObjectId,AccountSid,AccountUpn,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FolderPath,FileSize,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessLogonId,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,LogonId,MD5,MachineGroup,ProcessCommandLine,ProcessCreationTime,ProcessId,ProcessIntegrityLevel,ReportId,SHA256,TimeGenerated,Timestamp,Type
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""Note"":""Benign restore activity""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,dotnet.exe,C:\Program Files\dotnet,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,4100,High,1248821,,powershell.exe,4000,a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6f7a8b,b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,None,0,Microsoft Corporation,powershell.exe,10.0,powershell.exe,powershell.exe,powershell.exe,1248821,,Engineering-Developers,"""dotnet.exe"" restore Platform.Api.sln",2026-05-28T08:20:05Z,4101,High,8829100004101,d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3,2026-05-28T08:20:05Z,2026-05-28T08:20:05Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""AIExtension"":""GitHub Copilot enabled""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,Code.exe,C:\Users\jordan.velez\AppData\Local\Programs\Microsoft VS Code,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,C:\Windows\explorer.exe,explorer.exe,C:\Windows,4200,High,1248821,,unknown,4100,e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0,f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4,None,0,Microsoft Corporation,explorer.exe,10.0,explorer.exe,explorer.exe,explorer.exe,1248821,,Engineering-Developers,"""Code.exe"" --folder-uri vscode-remote://wsl+ubuntu/home/jordan/analytics-portal",2026-05-28T08:55:10Z,4201,High,8829100004201,b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5,2026-05-28T08:55:10Z,2026-05-28T08:55:10Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,node.exe,C:\Program Files\nodejs,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,C:\Windows\System32\cmd.exe,cmd.exe,C:\Windows\System32,4300,High,1248821,,cmd.exe,4200,c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4,d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6,None,0,Microsoft Corporation,cmd.exe,10.0,cmd.exe,cmd.exe,cmd.exe,1248821,,Engineering-Developers,npm.cmd install @labdev/telemetry-helper@2.1.4 --registry https://pkg-cache-lab.invalid,2026-05-28T09:10:28Z,4301,High,8829100004301,a7f3c91e2b8d4f6a0c1e5d9b3a7f2c8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2,2026-05-28T09:10:28Z,2026-05-28T09:10:28Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""Lifecycle"":""postinstall""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,cmd.exe,C:\Windows\System32,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,"node.exe ""C:\Program Files\nodejs\node.exe""",node.exe,C:\Program Files\nodejs,4301,High,1248821,,node.exe,4201,7a3f9c2e1b8d4f6a0c5e9d3b7a2f1c8e4d6b9a0,a7f3c91e2b8d4f6a0c1e5d9b3a7f2c8e1d4b6a9f0c3e7d2b5a8f1c4e9d6b3a7f2,None,0,Microsoft Corporation,node.exe,10.0,node.exe,node.exe,node.exe,1248821,,Engineering-Developers,cmd.exe /d /s /c node .\node_modules\@labdev\telemetry-helper\scripts\postinstall.js,2026-05-28T09:12:45Z,4302,High,8829100004302,0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1,2026-05-28T09:12:45Z,2026-05-28T09:12:45Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""IncidentCore"":true,""BlockedSecondStage"":false}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,cmd.exe /d /s /c node .\node_modules\@labdev\telemetry-helper\scripts\postinstall.js,cmd.exe,C:\Windows\System32,4302,High,1248821,,cmd.exe,4202,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,None,0,Microsoft Corporation,cmd.exe,10.0,cmd.exe,cmd.exe,cmd.exe,1248821,,Engineering-Developers,powershell.exe -NoProfile -ExecutionPolicy Bypass -EncodedCommand JABzAD0ATgBlAHcALQBPAGoA...,2026-05-28T09:12:52Z,4303,High,8829100004303,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,2026-05-28T09:12:52Z,2026-05-28T09:12:52Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,,,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,powershell.exe -NoProfile -ExecutionPolicy Bypass -EncodedCommand JABzAD0A...,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,4303,High,1248821,,powershell.exe,4203,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,None,0,Microsoft Corporation,powershell.exe,10.0,powershell.exe,powershell.exe,powershell.exe,1248821,,Engineering-Developers,powershell.exe -ExecutionPolicy Bypass -File C:\Users\jordan.velez\AppData\Local\Temp\stage\collect.ps1,2026-05-28T09:14:10Z,4304,High,8829100004304,2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4,2026-05-28T09:14:10Z,2026-05-28T09:14:10Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""LooksSuspicious"":true,""Explanation"":""Local env backup script in package; no upload observed""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,tar.exe,C:\Windows\System32,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,powershell.exe -ExecutionPolicy Bypass -File C:\Users\jordan.velez\AppData\Local\Temp\stage\collect.ps1,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,4304,High,1248821,,powershell.exe,4204,4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9,c4e9d6b3a7f2c8e1d5b9a0f3c7e2d8b5a1f6c4e9d3b7a2f8c1e5d9b6a3f7c2e8,None,0,Microsoft Corporation,powershell.exe,10.0,powershell.exe,powershell.exe,powershell.exe,1248821,,Engineering-Developers,tar.exe -a -c -f C:\Users\jordan.velez\AppData\Local\Temp\stage\bundle.zip C:\Users\jordan.velez\Projects\analytics-portal\.env.local,2026-05-28T09:15:22Z,4305,High,8829100004305,f1c4e9d6b3a7f2c8e5d9b0a3f7c2e8d1b5a9f0c3e7d2b6a8f1c4e9d5b3a7f2c8,2026-05-28T09:15:22Z,2026-05-28T09:15:22Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""BenignMaintenance"":true}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,npm.exe,C:\Program Files\nodejs,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,cmd.exe /c npm cache verify,cmd.exe,C:\Windows\System32,4400,High,1248821,,cmd.exe,4300,d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4,e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6,None,0,Microsoft Corporation,cmd.exe,10.0,cmd.exe,cmd.exe,cmd.exe,1248821,,Engineering-Developers,npm cache verify,2026-05-28T09:22:00Z,4401,High,8829100004401,a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7,2026-05-28T09:22:00Z,2026-05-28T09:22:00Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""Note"":""Benign background service""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,svchost.exe,C:\Windows\System32,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,C:\Windows\System32\services.exe,services.exe,C:\Windows\System32,5000,High,1248821,,services.exe,4900,a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6f7a8b,b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,None,0,Microsoft Corporation,services.exe,10.0,services.exe,services.exe,services.exe,1248821,,Engineering-Developers,svchost.exe -k LocalService,2026-05-28T12:00:00Z,5001,High,8829100005001,d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3,2026-05-28T12:00:00Z,2026-05-28T12:00:00Z,DeviceProcessEvents
tenant-lab-001-a000-0000-0000-000000000001,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,ProcessCreated,"{""Note"":""Benign background service""}",,dev-01982-a1b2-c3d4-e5f6-7890abcd0198,CS-DEV-01982,svchost.exe,C:\Windows\System32,0,creditsafe.com,jordan.velez,8f3a2b1c-4d5e-6a7b-8c9d-0e1f2a3b4c5d,S-1-5-21-1000000000-2000000000-3000000000-104421,jordan.velez@creditsafe.com,C:\Windows\System32\services.exe,services.exe,C:\Windows\System32,5001,High,1248821,,services.exe,4901,a0b1c2d3e4f5a6b7c8d9e0f1a2b3c4d5e6f7a8b,b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2,None,0,Microsoft Corporation,services.exe,10.0,services.exe,services.exe,services.exe,1248821,,Engineering-Developers,svchost.exe -k LocalService,2026-05-28T12:01:01Z,5002,High,8829100005002,d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3,2026-05-28T12:01:01Z,2026-05-28T12:01:01Z,DeviceProcessEvents
